,GENE,INTERACTORS
81,HERC1,"HERC1,UBE2D3,HERC1,TSC2,HERC1,MYL12A,GRIPAP1,HERC1,ECHS1,HERC1,CSNK1A1,HERC1,HERC1,MORC1,HERC1,TRPC4AP,HERC1,RP11-408K19.2,BRCA1,HERC1,HERC1,ZNF555,HERC1,SOX9,HERC1,RP5-973N23.2,H13,HERC1,CCDC65,HERC1,HERC1,NOS2,HERC1,PKM,HERC1,RP1-106H8.3,GCNT3,HERC1,HERC1,HSPC059,HERC1,RSPH10B2,ARF1,HERC1,HERC1,RP1-85F18.1,HERC1,TTLL1,HERC1,KCMF1,HERC1,OK/SW-cl.73,HERC1,SSH3,HERC1,NEUROG3,HERC1,IFIT1B,HERC1,TIGD6,HERC1,RAPSN,HERC1,ZNF223,BAK1,HERC1,C1orf87,HERC1,HERC1,RP4-779E11.4,HERC1,USP18,HERC1,RP3-358H7.2,HERC1,UNK,HERC1,tcag7.1034,HERC1,RP11-255E17.1,HERC1,UBC,HERC1,WDFY3,HERC1,ZBBX,HERC1,RP11-337C18.2,DN-393H17.5,HERC1,HERC1,ZNF610,HERC1,Slain2,HERC1,HERC2,EGFR,HERC1,HERC1,RABGEF1,CGI-145,HERC1,CLTC,HERC1,HERC1,ZNF563,HERC1,MLF1,HERC1,HERC1"
82,ITGA11,"MSTP018,OK/SW-cl.85"
83,ALPK3,
84,FANCI,"FANCI,SUMO2,FANCI,UBL5,FANCI,Foxf1,APP,FANCI,FANCI,RP11-481A12.7,FANCI,RP5-824I19__A.1,FANCI,OK/SW-cl.40,FANCI,RP1-108C2.3,FANCI,PHLPP1,FANCI,HIST1H2BB,FANCI,HIST1H2AB,FANCI,RP11-540B6.6,FANCI,ILK,FANCI,VCP,FANCI,PIDD1,FANCI,MYC,CEP120,FANCI,FANCI,WDR48,AKT1,FANCI,FANCI,HIST1H3A,FANCI,HDCMD47P,FANCI,PTP4A3,FANCI,NXF1,DADB-87H23.3,FANCI,FANCI,STXBP2,FANCI,PPM1A,FANCI,RP11-349J5.1,DPY30,FANCI,CLN3,FANCI,FANCI,MCM2,FANCI,FANCM,FANCI,RP11-317B7.1,ATM,FANCI,FANCD2,FANCI,FANCI,LP4941,FANCI,RAD18,FANCI,PAPSS1,FANCI,HELQ,CAMKK2,FANCI,FANCI,RP11-426L16.2,FANCI,PHLPP2,FANCI,HIST1H4A,FANCI,PRO2292,CUL3,FANCI,FANCI,RP1-319D22.1,FANCI,PLEKHA8,FANCI,USP36,FANCI,PRKAB2,FANCI,SNW1,FANCI,UBC,FANCI,FANCL,FANCI,RP11-181G12.3,FANCI,SIRT7,CIR1,FANCI,FANCI,PTPLAD1,FANCI,XX-FW88778H2.1,FANCI,REV1,FANCI,OK/SW-cl.45,FANCI,RP3-398I9.1,CGI-17,FANCI,FANCI,IMPACT,FANCI,MTNR1B,FANCI,RP11-452K12.5,FANCI,NTRK1,FANCI,FANCI,DADB-104B20.2,FANCI,FANCI,RP11-101K10.6,FANCI,hCG_2002013,FANCI,PRO1470,ATR,FANCI,FANCI,PNAS-11,CXCL8,FANCI"
85,ACAN,"ACAN,Nedd4,ACAN,FBLN2,ACAN,TNFAIP6,ACAN,LUM,ACAN,RP3-518E13.1"
86,PIGQ,"PIGQ,UNQ2501/PRO19612,DPEP1,PIGQ,PCDHAC2,PIGQ,PIGQ,RP11-230F18.3,PIGQ,TCTN2,PIGH,PIGQ,PIGC,PIGQ,PIGA,PIGQ,NPD010,PIGQ,PIGQ,SMAD1,PIGQ,UNQ6118/PRO20040/PRO38901,PIGQ,PP6037,PIGQ,RP11-153I24.1,PIGQ,PMEL"
87,CORO7,"CORO7,RP3-383J4.3,CORO7,Rhoa,CORO7,NTRK1,AP2M1,CORO7,CORO7,JUN,CORO7,MRPL50,CORO7,EPS15,AZIN2,CORO7,CORO7,CUL1,CNTF,CORO7,CORO7,RP11-274K13.3,CORO7,THBS3,CORO7,TCEB2,CORO7,SETD4,CORO7,TCEB1,ACTB,CORO7,CORO7,S100A4,CORO7,TOB1,BLM,CORO7,CORO7,RP11-483H20.7,CDC34,CORO7,CORO7,DAG1,CORO7,RP23-396M19.2,CORO7,RP5-823N20.1,CORO7,RP11-554C12.1,CORO7,RP11-298J20.4,AP1G1,CORO7,AP1M1,CORO7"
88,MYH11,"APC,MYH11,DSTN,MYH11,MPP1,MYH11,MYH11,RP11-164O23.4,MYH11,MYO1E,MYH11,MYO5A,MYH11,SP1,MYH11,RP4-657E11.7,ACTR3,MYH11,FAM96A,MYH11,CTA-215D11.1,MYH11,GL011,MYH11,MYH11,RPA3,MYH11,POC1A,MYH11,VDAC1,MYH11,RP11-723P2.1,MYH11,PRO1855,MYH11,RP11-175D17.1,EIF3A,MYH11,MYH11,MYL6,MYH11,RP11-90M2.2,MYH11,PLBD2,GRB2,MYH11,MYH11,YWHAQ,MYH11,RP11-534G20.1,MYH11,YWHAE,DLST,MYH11,MYH11,RP11-215I23.1,MYH11,RP11-307C12.1,HT001,MYH11,MYH11,SLX1B,MYH11,SFN,COQ2,MYH11,MYH11,OVCA2,MYH11,RP1-127C7.3,MYH11,RPA1,MYH11,RALBP1,GDF9,MYH11,MYH11,RP11-74C1.3,MYH11,RP5-1185N5.1,FBXO25,MYH11,MYH11,RAD51,LGR4,MYH11,MYH11,XX-FW83128A1.1,COX15,MYH11,MYH11,UBXN2A,GIG46,MYH11,MYH11,hCG_2029577,MYH11,TBC1D31,MYH11,MYOC,DNM1L,MYH11,ACTB,MYH11,MYH11,ZNF746,MYH11,RP4-547C9.3,MYH11,SOD1,DADB-159G18.9,MYH11"
89,SLC12A3,"HSP90AA1,SLC12A3,LA16c-313D11.6,SLC12A3,ACTB,SLC12A3,SLC12A3,STIP1,PDIA3,SLC12A3,HSPA4,Slc12a3,RP3-390O13.2,Slc12a3,DNAJB1,SLC12A3,Bmpr1a,SLC12A3,DAQB-147D11.1,SLC12A3,HSPA8,SLC12A3,OS9,Slc12a3,KLHL3,SLC12A3,PIG53,SLC12A3"
90,ATP2C2,
91,USP36,"NUDCD1,USP36,RP3-522O2.2,USP36,PPM1G,USP36,DAAP-200B17.5,USP36,STK25,USP36,CELSR2,USP36,GNL2,USP36,RP11-125A15.2,USP36,RP11-545I5.1,USP36,IFI16,USP36,USP36,XX-FW83563B9.1,CDABP0061,USP36,DHX33,USP36,CHD4,USP36,TBL3,USP36,KIAA0232,USP36,SRPK2,USP36,PPP6R3,USP36,IFRD2,USP36,FANCI,USP36,RP4-776P7.1,USP36,DDX41,USP36,PWP2,USP36,RP1-56L9.2,USP36,USP36,WDR36,RP11-321N4.1,USP36,USP36,YKL078W,NUP85,USP36,UNQ5837,USP36,CEP164,USP36,RP11-172F4.1,USP36,RP13-55H22.1,USP36,MYC,USP36,FBXW7,USP36,NPM1,USP36,RP11-11N7.3,USP36,TMEM104,USP36,MPND,USP36"
92,RNF213,"LAMP3,hCG_1812857,TRIM23,hCG_1812857,PP2243,hCG_1812857,GAN,hCG_1812857,PTPN1,hCG_1812857,SIGLECL1,hCG_1812857,SDC2,hCG_1812857,ATOH1,hCG_1812857,HIV1gp7,hCG_1812857,RP23-213F21.3,hCG_1812857,DAAP-182E11.3,hCG_1812857,HIV1gp5,hCG_1812857,RP11-369J21.8,hCG_1812857,hCG_1812857,tcag7.1300,Ube2k,hCG_1812857,RP3-327J16.5,hCG_1812857,hCG_1812857,hCG_1812857,RP11-395P17.5,hCG_1812857,RP5-895C5.2,hCG_1812857,CBX2,hCG_1812857,CD244,hCG_1812857,IFI16,hCG_1812857,REL,hCG_1812857,RP23-244N6.4,hCG_1812857,EGFR,hCG_1812857,HSPC057,hCG_1812857,MCM2,hCG_1812857,RNASEH2B,hCG_1812857,KRT40,hCG_1812857,MRPL50,hCG_1812857,UBC,hCG_1812857,CBX4,hCG_1812857,UNQ326/PRO386,hCG_1812857"
93,LAMA1,"LAMA1,RP1-81D8.1,LAMA1,TOMM40,LAMA1,TUBG1,Dctn4,LAMA1,ATL2,LAMA1,Get4,LAMA1,LAMB1,Lama1,LAMA1,MEP1A,LAMA1,LGALS3,ITGA1,LAMA1,LAMA1,MAPK9,Bag2,LAMA1,LAMA1,Prkci,Kctd5,LAMA1,FBLN2,LAMA1,ITGA2,LAMA1,Immt,LAMA1,LAMA1,RP23-440M18.7,LAMA1,Nbla00170,CCDC132,LAMA1,DNAJC7,LAMA1,LAMA1,LGALS9,LAMA1,RP11-132G19.2,LAMA1,ZNF408,LAMA1,PLAT,LAMA1,OS9,LAMA1,STRN3,LAMA1,SUCO,LAMA1,RP1-272L16.3,BAG3,LAMA1,LAMA1,Prmt6,LAMA1,RP11-419N10.4,AP4E1,LAMA1,LAMA1,RP23-294E23.3,LAMA1,UBC,LAMA1,RP23-468K2.1,Lama1,RP11-181K3.1,LAMA1,RP11-479G22.2,HSPA5,LAMA1,LAMA1,Tube1,CBX4,LAMA1"
94,LAMA3,"AL133330.1,LAMA3,RP1-142L7.4,TUBB2A,LAMA3,UNQ517/PRO812,LAMA3,RP11-57G10.3,LAMA3,XX-FW83563B9.3,RP1-142L7.4,RP11-385F5.1,DEFA1,LAMA3,BCAM,RP1-142L7.4,LGALS3,RP1-142L7.4,PTN,RP1-142L7.4,PILRA,RP1-142L7.4,GML,LAMA3,RP1-142L7.4,RP11-96K19.1,LAMA3,SDC2,MCAM,RP1-142L7.4,LAMA3,PLAT,LAMA3,TSHR,RP1-142L7.4,UBR1,CGI-125,RP1-142L7.4,RP1-142L7.4,TP53,My043,RP1-142L7.4,RP1-142L7.4,UNC119,RP1-142L7.4,RP11-505P4.2,LAMA3,RP1-81D8.1,LGALS9,RP1-142L7.4,LAMA3,P2rx7,APC,LAMA3,CDABP0047,RP1-142L7.4,LAMA3,SCGB2A2,LAMA3,RP11-528G1.4,LAMA3,RP3-480J14.1,LAMA3,TUBG1,APC,RP1-142L7.4,LAMA3,SPINK4,COPS6,RP1-142L7.4,RP1-142L7.4,ZHX1,BRD7,RP1-142L7.4"
95,CACNA1S,"CACNA1S,DLNB27,CACNA1S,SRI,CACNA1S,PPP2R2A,CACNA1S,YWHAQ"
96,SLC25A23,"RP3-438D16.2,SLC25A23,RP4-635E18.2,SLC25A23,CUL3,SLC25A23,SLC22A6,SLC25A23,SLC25A23,UNQ1875/PRO4318,RP11-395P17.4,SLC25A23,RP6-159A1.1,SLC25A23,ELAVL1,SLC25A23,SLC25A23,SLC5A8,CD79B,SLC25A23,LRP1,SLC25A23,APPBP2,SLC25A23,APLNR,SLC25A23,SLC25A23,SYP,NRG1,SLC25A23,SLC25A23,SLC2A12,IL13RA2,SLC25A23,PDCD1,SLC25A23"
97,BCAT2,"APP,BCAT2,BCAT2,ETFA,BCAT2,RP11-131P10.1,BCAT2,LP4947,BCAT2,RP11-229P13.6,BCAT2,NDUFS6,BCAT2,CAT,BCAT2,BCAT2,BCAT2,SB153,BCAT2,NIT1,BCAT2,CREB3,ALDOA,BCAT2,BCAT2,YBEY,BCAT2,HSPD1"
98,USH2A,"TP53,USH2A,BRCA1,USH2A,RP5-1119A7.4,USH2A"
99,PEG3,"TRAF2,hCG_1685807,SIAH1,hCG_1685807,SIAH2,hCG_1685807,BRCA1,hCG_1685807,hCG_1685807,hCG_1685807,GIG20,hCG_1685807,USP7,hCG_1685807"
100,RRBP1,"HERC5,RP23-77A2.2,RP23-77A2.2,YTHDC2,DDX54,RP23-77A2.2,DDX51,RP23-77A2.2,RP11-462D18.3,VCP,RP23-77A2.2,TARBP2,NVL,RP23-77A2.2,AL135749.5,RP11-462D18.3,RP23-77A2.2,UNQ266/PRO303,RP23-77A2.2,SRP72,RP23-77A2.2,ZNF512,NOL6,RP23-77A2.2,RP11-11N7.3,RP23-77A2.2,HSBP1,RP11-462D18.3,FOXG1,RP11-462D18.3,L12,RP23-77A2.2,RP23-77A2.2,SMARCA5,MSTP030,RP23-77A2.2,FBL,RP23-77A2.2,RP23-77A2.2,RPL12,RBMS1,RP11-462D18.3,RFC1,RP23-77A2.2,RP23-77A2.2,XX-FW83563B9.1,AD-001,RP23-77A2.2,DADB-333F21.5,RP11-462D18.3,RP11-346K17.1,RP11-462D18.3,ORC4,RP23-77A2.2,RP23-77A2.2,TOP2A,POP1,RP23-77A2.2,HSPC055,RP23-77A2.2,CGI-99,RP23-77A2.2,CDV3,RP11-462D18.3,RP23-77A2.2,WIBG,MRPL53,RP11-462D18.3,RP23-77A2.2,TOPBP1,RP11-101E13.3,RP23-77A2.2,PES1,RP23-77A2.2,RP23-77A2.2,RPLP0,EIF2S1,RP23-77A2.2,MORC2,RP11-462D18.3,RP23-77A2.2,TCBAP0781,RP23-77A2.2,WDR36,RP11-38M7.5,RP23-77A2.2,RP23-77A2.2,RPL18A,CAPRIN1,RP23-77A2.2,RP23-77A2.2,TTC37,RFC3,RP23-77A2.2,EMILIN1,RP11-462D18.3,EXOSC10,RP23-77A2.2,G3BP1,RP23-77A2.2,HLC7,RP23-77A2.2,HMG20A,RP23-77A2.2,PACSIN3,RP23-77A2.2,HSPC117,RP23-77A2.2,OK/SW-cl.46,RP23-77A2.2,EIF2B1,RP23-77A2.2,CLASP1,RP23-77A2.2,RP23-77A2.2,UNQ601,RP23-77A2.2,SEH1L,MINA,RP23-77A2.2,RP23-77A2.2,RP3-422H11.1,RP1-121G13.4,RP23-77A2.2,RP11-353K22.1,RP23-77A2.2,LARP1,RP23-77A2.2,RP11-269F19.3,RP23-77A2.2,NOC4L,RP23-77A2.2,CUL7,RP11-462D18.3,RP11-462D18.3,UNQ601,NMT1,RP23-77A2.2,IFRD2,RP23-77A2.2,RP11-342M3.4,RP11-462D18.3,DRG1,RP23-77A2.2,EEF1B2,RP23-77A2.2,DLST,RP11-462D18.3,GNL3,RP23-77A2.2,PRO1608,RP23-77A2.2,RP11-462D18.3,TMPO,PES1,RP11-462D18.3,NOP10,RP23-77A2.2,RP23-77A2.2,RPSA,EIF2S2,RP23-77A2.2,RP23-77A2.2,RPL14,PSIP1,RP23-77A2.2,RP23-77A2.2,RPL10A,MYBBP1A,RP23-77A2.2,RP23-77A2.2,RPS11,FAM98A,RP23-77A2.2,RP11-393H10.1,RP23-77A2.2,CGI-55,RP23-77A2.2,DHX57,RP23-77A2.2,HSPC187,RP11-462D18.3,AVEN,RP23-77A2.2,DADB-112B14.3,RP23-77A2.2,AFF1,RP23-77A2.2,HSPC259,RP23-77A2.2,RP11-205M9.4,RP23-77A2.2,RP23-77A2.2,RPL4,RP23-77A2.2,USP10,RP11-462D18.3,STYX,BUD31,RP11-462D18.3,RP1-93K22.1,RP23-77A2.2,RP23-77A2.2,UBTF,OK/SW-cl.32,RP23-77A2.2,RP11-421P11.9,RP11-462D18.3,RP23-77A2.2,STAU2,DDX31,RP23-77A2.2,HUSSY-12,RP23-77A2.2,DDX24,RP23-77A2.2,NTRK1,RP11-462D18.3,RP23-77A2.2,RPL8,RP23-77A2.2,RP3-522J7.4,RP23-77A2.2,RP5-1034F7.2,CGI-37,RP23-77A2.2,RP11-61L14.5,RP23-77A2.2,PP9932,RP23-77A2.2,GIG33,RP23-77A2.2,RP23-77A2.2,RPS29,DHX29,RP23-77A2.2,RP23-77A2.2,RPL18,RP11-269F19.1,RP23-77A2.2,RP23-77A2.2,RPL38,RP23-77A2.2,YBX3,RP23-77A2.2,RPS3A,RP23-77A2.2,RPS12,KRBA2,RP23-77A2.2,RP23-77A2.2,TSR1,RP23-77A2.2,RPL7,DHX33,RP23-77A2.2,FOXL1,RP11-462D18.3,GLYR1,RP23-77A2.2,ILF3,RP11-462D18.3,RP11-244N20.10-004,RP23-77A2.2,Ndc80,RP11-462D18.3,RP11-455B2.5,RP23-77A2.2,PRO2640,RP23-77A2.2,RP11-422P24.3,RP23-77A2.2,DDX21,RP23-77A2.2,RP23-77A2.2,RPS4X,C12orf43,RP23-77A2.2,MRTO4,RP23-77A2.2,RP23-77A2.2,RPL19,RP23-77A2.2,RPS13,IGF2BP3,RP23-77A2.2,RP11-167N5.2,RP23-77A2.2,DDX55,RP23-77A2.2,RP11-429H9.6,RP23-77A2.2,RFC5,RP23-77A2.2,NDUFA7,RP11-462D18.3,DDX6,RP23-77A2.2,EMG1,RP23-77A2.2,CUL3,RP11-462D18.3,RP23-77A2.2,RP3-423B22.2,PPP1CC,RP23-77A2.2,EIF2AK2,RP23-77A2.2,RP11-462D18.3,SMNDC1,RP23-77A2.2,RPS27A,FKSG26,RP23-77A2.2,H1FX,RP23-77A2.2,Ktn1,RP11-462D18.3,HSPC120,RP23-77A2.2,GEMIN4,RP23-77A2.2,RP23-77A2.2,RPP25L,RP23-77A2.2,UHRF1,RP23-77A2.2,UNQ785/PRO1604,RP11-462D18.3,RP11-505F3.5,NPM3,RP23-77A2.2,RP23-77A2.2,RPS15,ILF3,RP23-77A2.2,RP23-77A2.2,RPL17,RP23-77A2.2,UNQ667/PRO1301,RP23-77A2.2,RP3-523E19.1,L5,RP11-462D18.3,BTBD1,RP23-77A2.2,RP23-77A2.2,RPS23,OK/SW-cl.26,RP23-77A2.2,FAU,RP23-77A2.2,RP11-505P4.2,RP23-77A2.2,DADB-129D20.7,RP23-77A2.2,RP23-77A2.2,SB144,RP11-462D18.3,RP11-723P2.1,DDX47,RP23-77A2.2,RP23-77A2.2,YTHDF3,OK/SW-cl.85,RP11-462D18.3,RP23-77A2.2,RPS2,EEFSEC,RP23-77A2.2,NKRF,RP23-77A2.2,RP11-462D18.3,RP4-635E18.2,PNAS-5,RP23-77A2.2,JM26,RP11-462D18.3,RP11-462D18.3,SCP2,RP11-462D18.3,RPL38,RP23-77A2.2,XXbac-BCX105G6.6,RP23-77A2.2,WDR74,EXOSC7,RP23-77A2.2,RP11-462D18.3,TSPYL6,RP23-77A2.2,XXbac-BCX105G6.1,PA2G4,RP23-77A2.2,RBM3,RP23-77A2.2,RP23-77A2.2,RPL30,DADB-159G18.1,RP23-77A2.2,RP23-77A2.2,RP5-908M14.8,RP11-462D18.3,RP23-402H11.2,AC002059.7,RP11-462D18.3,RP23-77A2.2,RP3-508I15.1,RP23-77A2.2,RPL24,RP11-175D17.6,RP23-77A2.2,KLHL2,RP11-462D18.3,EIF2S3,RP23-77A2.2,RP1-164F3.1,RP23-77A2.2,RP23-77A2.2,RPL23A,RP23-77A2.2,SEMA3C,NOP2,RP23-77A2.2,RP23-77A2.2,RPS17,EIF3E,RP23-77A2.2,RP23-77A2.2,RPL23,RP23-77A2.2,RPS20,OK/SW-cl.103,RP23-77A2.2,RP23-77A2.2,SRP14,HSPC114,RP11-462D18.3,LGR4,RP11-462D18.3,NPM1,RP23-77A2.2,RP23-77A2.2,RPS19,DDX18,RP23-77A2.2,RP23-77A2.2,RP4-686C3.1,RP23-77A2.2,RPS25,FOCAD,RP23-77A2.2,RP11-22I24.2,RP23-77A2.2,RP11-462D18.3,RPS19,RP11-462D18.3,RP23-139J21.8,RP11-462D18.3,ZWINT,DDX1,RP23-77A2.2,CHMP2A,RP11-462D18.3,RP11-513M16.6,RP23-77A2.2,NAT10,RP23-77A2.2,FBXL6,RP23-77A2.2,RP23-77A2.2,SND1,Eef1a1,RP11-462D18.3,RP23-77A2.2,ZNF598,DSTN,RP11-462D18.3,DAAP-21F2.2,RP23-77A2.2,RP11-6P10.1,RP23-77A2.2,RAB8A,RP11-462D18.3,RP23-77A2.2,RPL27,OK/SW-cl.82,RP23-77A2.2,RP23-77A2.2,RPS27L,RP23-77A2.2,Z69720.1-002,RP23-77A2.2,TOP2B,RP23-77A2.2,ZNF622,RP23-77A2.2,RPL22,PNO1,RP23-77A2.2,MSTP158,RP23-77A2.2,RP23-77A2.2,SPATA5,RFC4,RP23-77A2.2,ERCC3,RP23-77A2.2,MSTP070,RP23-77A2.2,RBM28,RP23-77A2.2,PSEC0230,RP11-462D18.3,RP11-223J15.3,RP23-77A2.2,HNRNPM,RP11-462D18.3,RP23-77A2.2,RP4-776P7.1,CCDC124,RP23-77A2.2,BRIX1,RP23-77A2.2,RP23-77A2.2,RPL36,RP23-77A2.2,RPS5,RP23-77A2.2,RPL13A,HSPC131,RP23-77A2.2,RP23-77A2.2,RPL6,RP23-77A2.2,TBL3,RP23-77A2.2,RP4-614O4.1,RP23-77A2.2,RPS16"
101,KIAA1755,
102,DGCR2,"DGCR2,SMURF2,DGCR2,ZACN,DDIT3,DGCR2,DGCR2,RP3-480J14.1,DGCR2,HTR3C,DGCR2,IL9R,DGCR2,RP5-964F7.2,DGCR2,WWP2,DGCR2,HNRNPD"
103,UBR4,"RP11-472N13.4,RP5-1126H10.1,RP5-1126H10.1,STAT2,RP11-167N5.1,RP5-1126H10.1,HSPD1,RP5-1126H10.1,RP5-1126H10.1,SIRT7,HMFN0601,RP5-1126H10.1,MCM2,RP5-1126H10.1,ERMAP,RP5-1126H10.1,PSMC6,RP5-1126H10.1,Gorasp1,RP5-1126H10.1,CFC1,RP5-1126H10.1,MTNR1B,Ubr4,RP5-1126H10.1,SASS6,DDX46,RP5-1126H10.1,MTNR1B,RP5-1126H10.1,RAD23A,RP5-1126H10.1,A1BG,RP5-1126H10.1,RP5-1126H10.1,UBE2A,RP5-1126H10.1,SHFM1,ITGA4,RP5-1126H10.1,RP5-1126H10.1,UBC,RP5-1126H10.1,TP53,DPF3,RP5-1126H10.1,ACSM5,RP5-1126H10.1,RP5-1126H10.1,VCAM1,PSMC5,RP5-1126H10.1,MTNR1A,RP5-1126H10.1,CGI-23,RP5-1126H10.1,RP11-386D8.2,RP5-1126H10.1,RP5-1126H10.1,Ranbp2,LARS,RP5-1126H10.1,RP5-1126H10.1,ZNHIT2,HSPC266,RP5-1126H10.1,AURKB,RP5-1126H10.1,RP5-1126H10.1,SRGN,RP1-50J22.1,RP5-1126H10.1,ACLY,RP5-1126H10.1,RP5-1126H10.1,VCP,RP5-1125M8.1,RP5-1126H10.1,RP5-1126H10.1,SLX1A,CEP57,RP5-1126H10.1,RP5-1126H10.1,RP5-1172N10.4,RP11-282O18.6,RP5-1126H10.1,RP4-756G23.7,RP5-1126H10.1,MDS010,RP5-1126H10.1,RP11-544M22.5,RP5-1126H10.1,GML,RP5-1126H10.1,CTA-984G1.2,RP5-1126H10.1,CRYL1,RP5-1126H10.1,HIV1gp6,RP5-1126H10.1,RP11-342D11.1,RP5-1126H10.1,RP5-1126H10.1,VWA5A,CDKN1A,RP5-1126H10.1,RP5-1126H10.1,SRPK2,HSPC225,RP5-1126H10.1,RP11-480K16.2,RP5-1126H10.1,RP11-351K23.1,RP5-1126H10.1,Copa,RP5-1126H10.1,RP11-426L16.2,RP5-1126H10.1,FUZ,RP5-1126H10.1,RP5-1126H10.1,SART3,MCRS1,RP5-1126H10.1,RP5-1126H10.1,UBXN1,HIV1gp1,RP5-1126H10.1,PRMT6,RP5-1126H10.1,PSMD14,RP5-1126H10.1,FLNB,RP5-1126H10.1,CD96,RP5-1126H10.1,RP3-477O4.2,RP5-1126H10.1,FOXK1,RP5-1126H10.1,Mgp,RP5-1126H10.1,FAF2,RP5-1126H10.1,RP11-174I10.1,RP5-1126H10.1,POMC,RP5-1126H10.1,RP11-124N14.1,RP5-1126H10.1,RP5-1126H10.1,UNQ156/PRO182,PI4KA,RP5-1126H10.1,RP5-1126H10.1,SOX2,FOXK2,RP5-1126H10.1,CPNE5,RP5-1126H10.1,EGFR,RP5-1126H10.1,OK/SW-cl.11,RP5-1126H10.1,BIRC2,RP5-1126H10.1,BIRC3,RP5-1126H10.1,DADB-104B20.2,RP5-1126H10.1,RP5-1126H10.1,SNRNP200,EFTUD2,RP5-1126H10.1,FIGF,RP5-1126H10.1,CGI-95,RP5-1126H10.1,RP5-1126H10.1,SHMT2,HYAL1,RP5-1126H10.1,CSHL1,RP5-1126H10.1,RP5-1126H10.1,Uso1,RP5-1126H10.1,UBE2B,ERG,RP5-1126H10.1,FSTL4,RP5-1126H10.1,KCMF1,RP5-1126H10.1,NCK1,RP5-1126H10.1,RP11-118B23.4,RP5-1126H10.1,CCNG1,RP5-1126H10.1,RP5-1126H10.1,UBXN7,PSMD13,RP5-1126H10.1,RP5-1126H10.1,STX11,RP5-1126H10.1,XRCC3,GRB2,RP5-1126H10.1,C1orf87,RP5-1126H10.1,CST9,RP5-1126H10.1,CGI-03,RP5-1126H10.1,RP11-216B9.5,RP5-1126H10.1,NXF1,RP5-1126H10.1,RP3-358H7.2,RP5-1126H10.1,EIF5B,RP5-1126H10.1,RP5-1126H10.1,Wiz"
104,HEATR1,"PSMA5,RP11-385F5.3,ALDH3A2,RP11-385F5.3,CUL7,RP11-385F5.3,CCDC8,RP11-385F5.3,CDABP0067,RP11-385F5.3,RP11-385F5.3,RP11-528G1.4,RP11-385F5.3,RP23-189N15.7,RP11-385F5.3,RP3-330M21.4,DAAP-57C1.3,RP11-385F5.3,CD274,RP11-385F5.3,AAGAB,RP11-385F5.3,ITGA4,RP11-385F5.3,RP11-385F5.3,UTP15,GS1-120K12.1,RP11-385F5.3,RP11-385F5.3,TSPYL6,ILK,RP11-385F5.3,RP11-385F5.3,SUZ12,DADB-91M20.1,RP11-385F5.3,IFI16,RP11-385F5.3,CD244,RP11-385F5.3,RP11-385F5.3,RP11-573G6.1,RP11-342H3.1,RP11-385F5.3,PSMD3,RP11-385F5.3,PSMD8,RP11-385F5.3,RP11-385F5.3,VCP,LGR4,RP11-385F5.3,PSMA2,RP11-385F5.3,FOXG1,RP11-385F5.3,FOXQ1,RP11-385F5.3,CGI-17,RP11-385F5.3,MCM2,RP11-385F5.3,NTRK1,RP11-385F5.3,PTP4A3,RP11-385F5.3,FOXE1,RP11-385F5.3,DUSP14,RP11-385F5.3,RP11-126K1.7,RP11-385F5.3,EED,RP11-385F5.3,PRO2292,RP11-385F5.3,OBSL1,RP11-385F5.3,RP11-153I24.1,RP11-385F5.3,RP11-385F5.3,TGOLN2,LRRC15,RP11-385F5.3,PSMB3,RP11-385F5.3,RP11-385F5.3,hCG_2011013,HDAC11,RP11-385F5.3,GFAP,RP11-385F5.3,HIV1gp1,RP11-385F5.3,RP11-385F5.3,UNQ690/PRO1335,RP11-385F5.3,UNQ326/PRO386,LAMP3,RP11-385F5.3,RP11-385F5.3,SLC27A2,MYC,RP11-385F5.3,RP11-385F5.3,SRSF3,RP11-385F5.3,XRN1,FOXB1,RP11-385F5.3,RP11-385F5.3,RP23-368I1.2,Mgp,RP11-385F5.3,Gnpnat1,RP11-385F5.3,RP11-385F5.3,SIRT7,IQCF1,RP11-385F5.3,FOXI1,RP11-385F5.3,FOXL1,RP11-385F5.3,FOXH1,RP11-385F5.3,RP11-385F5.3,SMC6,RP11-385F5.3,VCAM1"
