,GENE,INTERACTORS
77,MYH11,"COQ2,MYH11,MYH11,RP4-547C9.3,GL011,MYH11,MYH11,RP11-723P2.1,EIF3A,MYH11,LGR4,MYH11,MYH11,RP5-1185N5.1,MYH11,RP4-657E11.7,FBXO25,MYH11,MYH11,PRO1855,GDF9,MYH11,DNM1L,MYH11,MYH11,RP11-215I23.1,MYH11,YWHAQ,MYH11,RP11-534G20.1,GRB2,MYH11,MYH11,hCG_2029577,MYH11,RP11-307C12.1,MYH11,PLBD2,MYH11,RP11-175D17.1,MYH11,YWHAE,MYH11,OVCA2,ACTR3,MYH11,COX15,MYH11,MYH11,RAD51,MYH11,ZNF746,MYH11,TBC1D31,GIG46,MYH11,MYH11,MYO1E,MYH11,RP1-127C7.3,MYH11,RP11-164O23.4,MYH11,XX-FW83128A1.1,MPP1,MYH11,MYH11,SOD1,MYH11,MYL6,MYH11,RPA3,HT001,MYH11,CTA-215D11.1,MYH11,MYH11,MYOC,MYH11,RP11-90M2.2,FAM96A,MYH11,MYH11,SFN,DLST,MYH11,MYH11,RPA1,MYH11,RALBP1,ACTB,MYH11,MYH11,RP11-74C1.3,MYH11,UBXN2A,MYH11,SP1,MYH11,VDAC1,MYH11,MYO5A,MYH11,SLX1B,DSTN,MYH11,MYH11,POC1A,DADB-159G18.9,MYH11,APC,MYH11"
78,SLC12A3,"HSPA4,Slc12a3,PIG53,SLC12A3,LA16c-313D11.6,SLC12A3,RP3-390O13.2,Slc12a3,ACTB,SLC12A3,SLC12A3,STIP1,OS9,Slc12a3,Bmpr1a,SLC12A3,HSP90AA1,SLC12A3,KLHL3,SLC12A3,HSPA8,SLC12A3,DNAJB1,SLC12A3,DAQB-147D11.1,SLC12A3,PDIA3,SLC12A3"
79,ATP2C2,
80,USP36,"RP3-522O2.2,USP36,RP4-776P7.1,USP36,DDX41,USP36,USP36,WDR36,UNQ5837,USP36,CEP164,USP36,SRPK2,USP36,RP11-125A15.2,USP36,STK25,USP36,MYC,USP36,RP11-545I5.1,USP36,NPM1,USP36,USP36,XX-FW83563B9.1,IFI16,USP36,FBXW7,USP36,NUDCD1,USP36,DAAP-200B17.5,USP36,PPM1G,USP36,DHX33,USP36,RP11-172F4.1,USP36,KIAA0232,USP36,RP11-321N4.1,USP36,RP1-56L9.2,USP36,CDABP0061,USP36,RP13-55H22.1,USP36,CHD4,USP36,PWP2,USP36,TBL3,USP36,USP36,YKL078W,CELSR2,USP36,PPP6R3,USP36,NUP85,USP36,FANCI,USP36,IFRD2,USP36,MPND,USP36,GNL2,USP36,RP11-11N7.3,USP36,TMEM104,USP36"
81,RNF213,"CBX4,hCG_1812857,RNASEH2B,hCG_1812857,RP11-395P17.5,hCG_1812857,REL,hCG_1812857,HIV1gp7,hCG_1812857,hCG_1812857,tcag7.1300,PP2243,hCG_1812857,UNQ326/PRO386,hCG_1812857,KRT40,hCG_1812857,UBC,hCG_1812857,RP11-369J21.8,hCG_1812857,SDC2,hCG_1812857,ATOH1,hCG_1812857,hCG_1812857,hCG_1812857,HSPC057,hCG_1812857,HIV1gp5,hCG_1812857,PTPN1,hCG_1812857,SIGLECL1,hCG_1812857,TRIM23,hCG_1812857,RP5-895C5.2,hCG_1812857,DAAP-182E11.3,hCG_1812857,CBX2,hCG_1812857,EGFR,hCG_1812857,LAMP3,hCG_1812857,MCM2,hCG_1812857,RP23-244N6.4,hCG_1812857,MRPL50,hCG_1812857,Ube2k,hCG_1812857,RP23-213F21.3,hCG_1812857,IFI16,hCG_1812857,GAN,hCG_1812857,CD244,hCG_1812857,RP3-327J16.5,hCG_1812857"
82,LAMA1,"Lama1,RP11-181K3.1,LAMA1,OS9,LAMA1,UBC,LAMA1,Prmt6,Kctd5,LAMA1,LAMA1,MAPK9,BAG3,LAMA1,Immt,LAMA1,Get4,LAMA1,LAMA1,TOMM40,LAMA1,ZNF408,LAMA1,SUCO,AP4E1,LAMA1,LAMA1,RP1-272L16.3,LAMA1,Prkci,LAMA1,MEP1A,Bag2,LAMA1,LAMA1,RP23-440M18.7,LAMA1,RP11-132G19.2,LAMA1,Tube1,LAMA1,LGALS3,CBX4,LAMA1,FBLN2,LAMA1,DNAJC7,LAMA1,LAMA1,RP23-468K2.1,LAMA1,RP11-419N10.4,Dctn4,LAMA1,LAMA1,Nbla00170,ITGA2,LAMA1,LAMA1,PLAT,ATL2,LAMA1,LAMA1,LGALS9,CCDC132,LAMA1,LAMA1,RP23-294E23.3,LAMA1,STRN3,HSPA5,LAMA1,LAMA1,RP11-479G22.2,ITGA1,LAMA1,LAMA1,RP1-81D8.1,LAMA1,TUBG1,LAMB1,Lama1"
83,LAMA3,"PTN,RP1-142L7.4,DEFA1,LAMA3,APC,LAMA3,LAMA3,RP3-480J14.1,RP1-142L7.4,TUBB2A,MCAM,RP1-142L7.4,LGALS3,RP1-142L7.4,LAMA3,SPINK4,PILRA,RP1-142L7.4,RP1-142L7.4,TP53,LAMA3,RP11-528G1.4,RP1-142L7.4,RP11-96K19.1,LAMA3,P2rx7,LAMA3,RP11-57G10.3,RP1-142L7.4,UNC119,RP1-142L7.4,ZHX1,My043,RP1-142L7.4,LAMA3,TSHR,LAMA3,SDC2,GML,LAMA3,BCAM,RP1-142L7.4,LGALS9,RP1-142L7.4,CDABP0047,RP1-142L7.4,APC,RP1-142L7.4,LAMA3,PLAT,RP1-142L7.4,UBR1,RP1-142L7.4,RP11-385F5.1,LAMA3,XX-FW83563B9.3,AL133330.1,LAMA3,RP1-142L7.4,RP11-505P4.2,CGI-125,RP1-142L7.4,BRD7,RP1-142L7.4,COPS6,RP1-142L7.4,LAMA3,SCGB2A2,LAMA3,UNQ517/PRO812,LAMA3,RP1-81D8.1,LAMA3,TUBG1"
84,CACNA1S,"CACNA1S,SRI,CACNA1S,YWHAQ,CACNA1S,DLNB27,CACNA1S,PPP2R2A"
85,USH2A,"BRCA1,USH2A,TP53,USH2A,RP5-1119A7.4,USH2A"
86,PEG3,"TRAF2,hCG_1685807,GIG20,hCG_1685807,SIAH1,hCG_1685807,USP7,hCG_1685807,BRCA1,hCG_1685807,hCG_1685807,hCG_1685807,SIAH2,hCG_1685807"
87,RRBP1,"HSPC259,RP23-77A2.2,LGR4,RP11-462D18.3,RP11-505P4.2,RP23-77A2.2,RP23-77A2.2,ZNF512,RP23-77A2.2,RP4-614O4.1,HSPC120,RP23-77A2.2,RP23-77A2.2,RPL22,RP23-77A2.2,UNQ601,L12,RP23-77A2.2,DDX6,RP23-77A2.2,RP23-77A2.2,RPS19,OK/SW-cl.46,RP23-77A2.2,RP11-462D18.3,RP23-402H11.2,RP23-77A2.2,XX-FW83563B9.1,RP11-101E13.3,RP23-77A2.2,RP23-77A2.2,RPL13A,FBL,RP23-77A2.2,RP23-77A2.2,ZNF622,KLHL2,RP11-462D18.3,PP9932,RP23-77A2.2,IGF2BP3,RP23-77A2.2,RP23-77A2.2,RP3-523E19.1,GIG33,RP23-77A2.2,EIF2S2,RP23-77A2.2,RP11-462D18.3,ZWINT,RP23-77A2.2,XXbac-BCX105G6.6,RP11-462D18.3,VCP,LARP1,RP23-77A2.2,HSPC055,RP23-77A2.2,RP23-77A2.2,WDR74,PACSIN3,RP23-77A2.2,RP23-77A2.2,UHRF1,RP23-77A2.2,RP4-776P7.1,RP23-77A2.2,TCBAP0781,RP23-77A2.2,SPATA5,CAPRIN1,RP23-77A2.2,RP23-77A2.2,RPL4,FBXL6,RP23-77A2.2,RP23-77A2.2,RPL19,MINA,RP23-77A2.2,RP11-11N7.3,RP23-77A2.2,RP23-77A2.2,RPP25L,RP11-462D18.3,RP11-723P2.1,DHX57,RP23-77A2.2,RP11-421P11.9,RP11-462D18.3,AVEN,RP23-77A2.2,PRO1608,RP23-77A2.2,CDV3,RP11-462D18.3,RP23-77A2.2,RPLP0,Ndc80,RP11-462D18.3,DDX55,RP23-77A2.2,RP11-462D18.3,RP11-505F3.5,AD-001,RP23-77A2.2,ORC4,RP23-77A2.2,NPM1,RP23-77A2.2,RP23-77A2.2,XXbac-BCX105G6.1,EMILIN1,RP11-462D18.3,GNL3,RP23-77A2.2,RP23-77A2.2,RP3-423B22.2,ILF3,RP11-462D18.3,RP23-77A2.2,SEMA3C,RP23-77A2.2,Z69720.1-002,DHX33,RP23-77A2.2,RP23-77A2.2,RPS4X,RP23-77A2.2,TARBP2,Ktn1,RP11-462D18.3,RP11-342M3.4,RP11-462D18.3,DADB-159G18.1,RP23-77A2.2,FOXL1,RP11-462D18.3,RP23-77A2.2,RP5-908M14.8,RP11-513M16.6,RP23-77A2.2,RP23-77A2.2,RPS5,RP23-77A2.2,TSR1,RP23-77A2.2,RPL38,PES1,RP11-462D18.3,HMG20A,RP23-77A2.2,OK/SW-cl.32,RP23-77A2.2,RP23-77A2.2,RP3-508I15.1,RP23-77A2.2,RPL27,HNRNPM,RP11-462D18.3,BUD31,RP11-462D18.3,RP23-77A2.2,RPL10A,RP23-77A2.2,ZNF598,RP11-22I24.2,RP23-77A2.2,JM26,RP11-462D18.3,RP23-77A2.2,RPS27A,EXOSC7,RP23-77A2.2,NOC4L,RP23-77A2.2,HERC5,RP23-77A2.2,DDX1,RP23-77A2.2,RP11-167N5.2,RP23-77A2.2,RP23-77A2.2,RPS27L,RP11-429H9.6,RP23-77A2.2,RBM3,RP23-77A2.2,RBMS1,RP11-462D18.3,RP23-77A2.2,RPL24,RP23-77A2.2,YBX3,RP23-77A2.2,RP5-1034F7.2,RP23-77A2.2,SRP14,RP23-77A2.2,TTC37,RP1-93K22.1,RP23-77A2.2,HSPC187,RP11-462D18.3,RP23-77A2.2,STAU2,EEFSEC,RP23-77A2.2,MSTP070,RP23-77A2.2,MRTO4,RP23-77A2.2,NTRK1,RP11-462D18.3,HUSSY-12,RP23-77A2.2,FAU,RP23-77A2.2,RP11-269F19.3,RP23-77A2.2,RP11-6P10.1,RP23-77A2.2,RP23-77A2.2,RPL36,RAB8A,RP11-462D18.3,NKRF,RP23-77A2.2,ILF3,RP23-77A2.2,DLST,RP11-462D18.3,RP23-77A2.2,RPL12,PSIP1,RP23-77A2.2,RP23-77A2.2,SRP72,FAM98A,RP23-77A2.2,RP23-77A2.2,RPS11,BRIX1,RP23-77A2.2,DADB-112B14.3,RP23-77A2.2,RP23-77A2.2,WIBG,KRBA2,RP23-77A2.2,RP11-38M7.5,RP23-77A2.2,RBM28,RP23-77A2.2,AL135749.5,RP11-462D18.3,PNAS-5,RP23-77A2.2,DSTN,RP11-462D18.3,NOP2,RP23-77A2.2,FKSG26,RP23-77A2.2,PES1,RP23-77A2.2,BTBD1,RP23-77A2.2,MSTP158,RP23-77A2.2,RP11-462D18.3,TSPYL6,RP23-77A2.2,RP4-686C3.1,RP11-462D18.3,TMPO,NOP10,RP23-77A2.2,PNO1,RP23-77A2.2,EIF3E,RP23-77A2.2,MORC2,RP11-462D18.3,RP11-462D18.3,SMNDC1,RP23-77A2.2,SND1,RP23-77A2.2,RPL23,OK/SW-cl.26,RP23-77A2.2,POP1,RP23-77A2.2,DDX47,RP23-77A2.2,HLC7,RP23-77A2.2,RP11-462D18.3,SCP2,EXOSC10,RP23-77A2.2,AFF1,RP23-77A2.2,RP23-77A2.2,RPS29,RP11-223J15.3,RP23-77A2.2,RP23-77A2.2,YTHDF3,DDX31,RP23-77A2.2,RP23-77A2.2,UNQ785/PRO1604,NDUFA7,RP11-462D18.3,DADB-129D20.7,RP23-77A2.2,RP23-77A2.2,RPL23A,OK/SW-cl.103,RP23-77A2.2,RP23-77A2.2,RPS20,RP11-462D18.3,STYX,RP23-77A2.2,UBTF,RP23-77A2.2,RP3-422H11.1,RP23-77A2.2,RPS15,RP11-175D17.6,RP23-77A2.2,RP23-77A2.2,UNQ667/PRO1301,RP11-393H10.1,RP23-77A2.2,RP23-77A2.2,RPS13,DDX51,RP23-77A2.2,IFRD2,RP23-77A2.2,EIF2B1,RP23-77A2.2,RP23-77A2.2,TOP2A,RP23-77A2.2,TOPBP1,CCDC124,RP23-77A2.2,GEMIN4,RP23-77A2.2,CGI-55,RP23-77A2.2,DRG1,RP23-77A2.2,RP11-422P24.3,RP23-77A2.2,RFC3,RP23-77A2.2,NPM3,RP23-77A2.2,NMT1,RP23-77A2.2,MSTP030,RP23-77A2.2,DADB-333F21.5,RP11-462D18.3,CUL7,RP11-462D18.3,RFC4,RP23-77A2.2,FOXG1,RP11-462D18.3,RP23-77A2.2,USP10,RP23-77A2.2,RPSA,RP11-462D18.3,RPL38,DDX24,RP23-77A2.2,NAT10,RP23-77A2.2,RP11-462D18.3,UNQ601,G3BP1,RP23-77A2.2,RP11-462D18.3,RPS19,RP23-77A2.2,RPS17,CLASP1,RP23-77A2.2,RP23-77A2.2,YTHDC2,DDX54,RP23-77A2.2,RP23-77A2.2,RPL8,RP23-77A2.2,SB144,RP11-353K22.1,RP23-77A2.2,RP1-164F3.1,RP23-77A2.2,HSPC131,RP23-77A2.2,HSPC114,RP11-462D18.3,EIF2AK2,RP23-77A2.2,RFC1,RP23-77A2.2,RP23-77A2.2,WDR36,GLYR1,RP23-77A2.2,AC002059.7,RP11-462D18.3,OK/SW-cl.82,RP23-77A2.2,RP11-61L14.5,RP23-77A2.2,EIF2S1,RP23-77A2.2,RP23-77A2.2,RPS12,RP23-77A2.2,TOP2B,FOCAD,RP23-77A2.2,NVL,RP23-77A2.2,ERCC3,RP23-77A2.2,DDX18,RP23-77A2.2,CHMP2A,RP11-462D18.3,RP11-244N20.10-004,RP23-77A2.2,RP23-77A2.2,RP3-522J7.4,RP23-77A2.2,RPS3A,RP23-77A2.2,UNQ266/PRO303,RP23-77A2.2,RPL18,EEF1B2,RP23-77A2.2,RP23-77A2.2,RPL6,C12orf43,RP23-77A2.2,NOL6,RP23-77A2.2,HSPC117,RP23-77A2.2,RP23-77A2.2,SEH1L,RP23-77A2.2,RPL17,RP11-269F19.1,RP23-77A2.2,CGI-37,RP23-77A2.2,PA2G4,RP23-77A2.2,MRPL53,RP11-462D18.3,HSBP1,RP11-462D18.3,RP23-77A2.2,RPL7,RP23-77A2.2,RPL30,CUL3,RP11-462D18.3,L5,RP11-462D18.3,CGI-99,RP23-77A2.2,RP23-77A2.2,RPS25,DAAP-21F2.2,RP23-77A2.2,Eef1a1,RP11-462D18.3,RP11-462D18.3,RP23-139J21.8,RP11-205M9.4,RP23-77A2.2,DDX21,RP23-77A2.2,RP23-77A2.2,SMARCA5,RP11-462D18.3,RP4-635E18.2,PPP1CC,RP23-77A2.2,RP11-346K17.1,RP11-462D18.3,MYBBP1A,RP23-77A2.2,RP23-77A2.2,TBL3,RP23-77A2.2,RPL14,PSEC0230,RP11-462D18.3,OK/SW-cl.85,RP11-462D18.3,RFC5,RP23-77A2.2,EIF2S3,RP23-77A2.2,EMG1,RP23-77A2.2,RP23-77A2.2,RPS2,RP1-121G13.4,RP23-77A2.2,RP11-455B2.5,RP23-77A2.2,RP23-77A2.2,RPL18A,DHX29,RP23-77A2.2,PRO2640,RP23-77A2.2,RP23-77A2.2,RPS23,RP23-77A2.2,RPS16,H1FX,RP23-77A2.2"
88,UBR4,"RP5-1126H10.1,SART3,RAD23A,RP5-1126H10.1,RP5-1126H10.1,UBE2A,RP11-386D8.2,RP5-1126H10.1,RP11-351K23.1,RP5-1126H10.1,HIV1gp6,RP5-1126H10.1,RP11-216B9.5,RP5-1126H10.1,CGI-03,RP5-1126H10.1,RP3-477O4.2,RP5-1126H10.1,RP5-1126H10.1,VCP,GML,RP5-1126H10.1,EFTUD2,RP5-1126H10.1,NCK1,RP5-1126H10.1,RP5-1125M8.1,RP5-1126H10.1,RP5-1126H10.1,SIRT7,FOXK2,RP5-1126H10.1,POMC,RP5-1126H10.1,RP5-1126H10.1,UBC,ACLY,RP5-1126H10.1,MCRS1,RP5-1126H10.1,PSMD13,RP5-1126H10.1,BIRC3,RP5-1126H10.1,PSMD14,RP5-1126H10.1,CPNE5,RP5-1126H10.1,FOXK1,RP5-1126H10.1,MDS010,RP5-1126H10.1,C1orf87,RP5-1126H10.1,KCMF1,RP5-1126H10.1,Gorasp1,RP5-1126H10.1,RP5-1126H10.1,ZNHIT2,AURKB,RP5-1126H10.1,PI4KA,RP5-1126H10.1,RP5-1126H10.1,Wiz,BIRC2,RP5-1126H10.1,FAF2,RP5-1126H10.1,RP11-124N14.1,RP5-1126H10.1,ITGA4,RP5-1126H10.1,ERG,RP5-1126H10.1,OK/SW-cl.11,RP5-1126H10.1,HSPC266,RP5-1126H10.1,CTA-984G1.2,RP5-1126H10.1,RP11-426L16.2,RP5-1126H10.1,CD96,RP5-1126H10.1,NXF1,RP5-1126H10.1,RP5-1126H10.1,SHMT2,RP11-480K16.2,RP5-1126H10.1,CRYL1,RP5-1126H10.1,EGFR,RP5-1126H10.1,HSPD1,RP5-1126H10.1,RP5-1126H10.1,SRPK2,RP5-1126H10.1,UBXN7,PSMC6,RP5-1126H10.1,HMFN0601,RP5-1126H10.1,PRMT6,RP5-1126H10.1,MTNR1A,RP5-1126H10.1,RP11-472N13.4,RP5-1126H10.1,RP11-174I10.1,RP5-1126H10.1,GRB2,RP5-1126H10.1,RP5-1126H10.1,SOX2,FIGF,RP5-1126H10.1,FUZ,RP5-1126H10.1,RP5-1126H10.1,SASS6,RP5-1126H10.1,VWA5A,ACSM5,RP5-1126H10.1,RP5-1126H10.1,SRGN,RP11-118B23.4,RP5-1126H10.1,CGI-95,RP5-1126H10.1,RP11-342D11.1,RP5-1126H10.1,LARS,RP5-1126H10.1,HYAL1,RP5-1126H10.1,RP5-1126H10.1,SNRNP200,ERMAP,RP5-1126H10.1,CST9,RP5-1126H10.1,FLNB,RP5-1126H10.1,DADB-104B20.2,RP5-1126H10.1,RP4-756G23.7,RP5-1126H10.1,MCM2,RP5-1126H10.1,RP5-1126H10.1,UBXN1,RP5-1126H10.1,XRCC3,CEP57,RP5-1126H10.1,RP5-1126H10.1,SLX1A,A1BG,RP5-1126H10.1,PSMC5,RP5-1126H10.1,RP5-1126H10.1,UNQ156/PRO182,RP5-1126H10.1,UBE2B,DDX46,RP5-1126H10.1,MTNR1B,Ubr4,RP5-1126H10.1,RP5-1172N10.4,HIV1gp1,RP5-1126H10.1,RP11-282O18.6,RP5-1126H10.1,Copa,RP5-1126H10.1,RP5-1126H10.1,VCAM1,CSHL1,RP5-1126H10.1,CFC1,RP5-1126H10.1,RP5-1126H10.1,STAT2,RP3-358H7.2,RP5-1126H10.1,FSTL4,RP5-1126H10.1,CDKN1A,RP5-1126H10.1,Mgp,RP5-1126H10.1,CGI-23,RP5-1126H10.1,RP5-1126H10.1,TP53,MTNR1B,RP5-1126H10.1,EIF5B,RP5-1126H10.1,RP1-50J22.1,RP5-1126H10.1,HSPC225,RP5-1126H10.1,RP5-1126H10.1,STX11,RP5-1126H10.1,SHFM1,CCNG1,RP5-1126H10.1,RP5-1126H10.1,Ranbp2,RP11-167N5.1,RP5-1126H10.1,DPF3,RP5-1126H10.1,RP5-1126H10.1,Uso1,RP11-544M22.5,RP5-1126H10.1"
89,HEATR1,"IFI16,RP11-385F5.3,FOXQ1,RP11-385F5.3,HDAC11,RP11-385F5.3,PTP4A3,RP11-385F5.3,CD274,RP11-385F5.3,RP11-385F5.3,TSPYL6,RP11-385F5.3,SUZ12,EED,RP11-385F5.3,RP11-385F5.3,RP23-368I1.2,FOXE1,RP11-385F5.3,RP11-385F5.3,RP3-330M21.4,RP11-342H3.1,RP11-385F5.3,RP11-385F5.3,SLC27A2,LAMP3,RP11-385F5.3,PSMD8,RP11-385F5.3,CD244,RP11-385F5.3,RP11-385F5.3,SRSF3,AAGAB,RP11-385F5.3,OBSL1,RP11-385F5.3,RP11-385F5.3,XRN1,ITGA4,RP11-385F5.3,ALDH3A2,RP11-385F5.3,CCDC8,RP11-385F5.3,FOXB1,RP11-385F5.3,GS1-120K12.1,RP11-385F5.3,ILK,RP11-385F5.3,FOXI1,RP11-385F5.3,RP11-385F5.3,VCP,HIV1gp1,RP11-385F5.3,RP11-153I24.1,RP11-385F5.3,RP11-385F5.3,SIRT7,PSMA2,RP11-385F5.3,PSMD3,RP11-385F5.3,RP11-385F5.3,VCAM1,LGR4,RP11-385F5.3,Gnpnat1,RP11-385F5.3,NTRK1,RP11-385F5.3,RP11-385F5.3,UNQ326/PRO386,FOXH1,RP11-385F5.3,CUL7,RP11-385F5.3,DAAP-57C1.3,RP11-385F5.3,Mgp,RP11-385F5.3,FOXG1,RP11-385F5.3,GFAP,RP11-385F5.3,MYC,RP11-385F5.3,LRRC15,RP11-385F5.3,RP11-385F5.3,TGOLN2,DADB-91M20.1,RP11-385F5.3,IQCF1,RP11-385F5.3,RP11-385F5.3,UTP15,CDABP0067,RP11-385F5.3,RP11-385F5.3,hCG_2011013,PSMB3,RP11-385F5.3,RP11-385F5.3,RP23-189N15.7,MCM2,RP11-385F5.3,CGI-17,RP11-385F5.3,RP11-385F5.3,UNQ690/PRO1335,RP11-126K1.7,RP11-385F5.3,DUSP14,RP11-385F5.3,RP11-385F5.3,SMC6,RP11-385F5.3,RP11-573G6.1,PSMA5,RP11-385F5.3,FOXL1,RP11-385F5.3,RP11-385F5.3,RP11-528G1.4,PRO2292,RP11-385F5.3"
